ALIAS,VERSO,CODPERCORSO,CODPRGARCOLINEA,XDA,YDA,XA,YA,FDA_ID,FDA_NOME,FDA_X,FDA_Y,FA_ID,FA_NAME,FA_X,FA_Y,CODARCOFERMATA,CODSEGMENTO
4L,Disc,610,636,758848.88,5037968.5,758880.51,5037934.75,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21120
4L,Disc,610,636,758880.51,5037934.75,759121.78,5037752.73,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21121
4L,Disc,610,636,759121.78,5037752.73,759135.01,5037743.26,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21122
4L,Disc,610,636,759135.01,5037743.26,759142.35,5037738.22,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21123
4L,Disc,610,636,759142.35,5037738.22,759162.55,5037723.15,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21124
4L,Disc,610,636,759162.55,5037723.15,759177.25,5037710.51,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21125
4L,Disc,610,636,759177.25,5037710.51,759191.81,5037696.21,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21126
4L,Disc,610,636,759191.81,5037696.21,759204.84,5037687.53,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21127
4L,Disc,610,636,759204.84,5037687.53,759220.99,5037663.66,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21128
4L,Disc,610,636,759220.99,5037663.66,759236.55,5037634.09,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21129
4L,Disc,610,636,759236.55,5037634.09,759248.75,5037605.51,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21130
4L,Disc,610,636,759248.75,5037605.51,759255.64,5037587.18,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21131
4L,Disc,610,636,759255.64,5037587.18,759262.25,5037562.56,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21132
4L,Disc,610,636,759262.25,5037562.56,759265.67,5037545.68,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21133
4L,Disc,610,636,759265.67,5037545.68,759265.67,5037527.22,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21134
4L,Disc,610,636,759265.67,5037527.22,759265.63,5037498.81,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21135
4L,Disc,610,636,759265.63,5037498.81,759286.04,5037323.94,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21136
4L,Disc,610,636,759286.04,5037323.94,759287.05,5037316.64,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21137
4L,Disc,610,636,759287.05,5037316.64,759289.22,5037305.83,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21138
4L,Disc,610,636,759289.22,5037305.83,759295.52,5037286.16,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21139
4L,Disc,610,636,759295.52,5037286.16,759296.58,5037283.81,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21140
4L,Disc,610,636,759296.58,5037283.81,759301.89,5037272.07,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21141
4L,Disc,610,636,759301.89,5037272.07,759305.98,5037260.22,382,Liberta' Righi,755164.4,5040322.79,392,Liberta' Santa Chiara,759305.98,5037260.22,1186578,21142
4L,Disc,610,636,759305.98,5037260.22,759332.25,5037227.59,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21494
4L,Disc,610,636,759332.25,5037227.59,759344.48,5037210.39,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21495
4L,Disc,610,636,759344.48,5037210.39,759361.49,5037187.39,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21496
4L,Disc,610,636,759361.49,5037187.39,759368.23,5037177.77,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21497
4L,Disc,610,636,759368.23,5037177.77,759376.41,5037167.42,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21498
4L,Disc,610,636,759376.41,5037167.42,759380.7,5037154.8,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21499
4L,Disc,610,636,759380.7,5037154.8,759393.54,5037139.76,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21500
4L,Disc,610,636,759393.54,5037139.76,759405.26,5037127.21,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21501
4L,Disc,610,636,759405.26,5037127.21,759414.26,5037118.02,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21502
4L,Disc,610,636,759414.26,5037118.02,759421.71,5037110.2,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21503
4L,Disc,610,636,759421.71,5037110.2,759443.48,5037089.63,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21504
4L,Disc,610,636,759443.48,5037089.63,759530.61,5037027.27,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21505
4L,Disc,610,636,759530.61,5037027.27,759531.55,5037026.59,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21506
4L,Disc,610,636,759531.55,5037026.59,759532.42,5037025.86,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21507
4L,Disc,610,636,759532.42,5037025.86,759533.36,5037024.92,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21508
4L,Disc,610,636,759533.36,5037024.92,759536.43,5037021.31,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21509
4L,Disc,610,636,759536.43,5037021.31,759537.64,5037019.44,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21510
4L,Disc,610,636,759537.64,5037019.44,759539.85,5037015.76,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21511
4L,Disc,610,636,759539.85,5037015.76,759538.67,5037012.99,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21512
4L,Disc,610,636,759538.67,5037012.99,759538.77,5037007.41,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21513
4L,Disc,610,636,759538.77,5037007.41,759541.12,5037002.35,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21514
4L,Disc,610,636,759541.12,5037002.35,759545.33,5036998.68,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21515
4L,Disc,610,636,759545.33,5036998.68,759550.67,5036997.05,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21516
4L,Disc,610,636,759550.67,5036997.05,759551.71,5036993.68,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21517
4L,Disc,610,636,759551.71,5036993.68,759551.83,5036990.93,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21518
4L,Disc,610,636,759551.83,5036990.93,759550.38,5036985.39,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21519
4L,Disc,610,636,759550.38,5036985.39,759546.27,5036978.36,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21520
4L,Disc,610,636,759546.27,5036978.36,759542.05,5036972.81,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21521
4L,Disc,610,636,759542.05,5036972.81,759537.84,5036966.67,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21522
4L,Disc,610,636,759537.84,5036966.67,759534.85,5036961.8,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21523
4L,Disc,610,636,759534.85,5036961.8,759535,5036957.83,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21524
4L,Disc,610,636,759535,5036957.83,759536.24,5036954.38,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21525
4L,Disc,610,636,759536.24,5036954.38,759539.47,5036951.45,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21526
4L,Disc,610,636,759539.47,5036951.45,759545.46,5036948.4,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21527
4L,Disc,610,636,759545.46,5036948.4,759552.67,5036946.11,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21528
4L,Disc,610,636,759552.67,5036946.11,759560.17,5036944.02,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21529
4L,Disc,610,636,759560.17,5036944.02,759567.02,5036941.22,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21530
4L,Disc,610,636,759567.02,5036941.22,759573.72,5036938.83,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21531
4L,Disc,610,636,759573.72,5036938.83,759579.2,5036936.85,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21532
4L,Disc,610,636,759579.2,5036936.85,759589.01,5036934.05,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21533
4L,Disc,610,636,759589.01,5036934.05,759596.21,5036932.13,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21534
4L,Disc,610,636,759596.21,5036932.13,759599.7,5036932.1,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21535
4L,Disc,610,636,759599.7,5036932.1,759602.91,5036932.71,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21536
4L,Disc,610,636,759602.91,5036932.71,759606.21,5036933.47,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21537
4L,Disc,610,636,759606.21,5036933.47,759608.35,5036934.7,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21538
4L,Disc,610,636,759608.35,5036934.7,759609.61,5036936.75,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21539
4L,Disc,610,636,759609.61,5036936.75,759610.64,5036952.91,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21540
4L,Disc,610,636,759610.64,5036952.91,759610.44,5036956.65,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21541
4L,Disc,610,636,759610.44,5036956.65,759609.96,5036965.46,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21542
4L,Disc,610,636,759609.96,5036965.46,759606.94,5036966.63,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21543
4L,Disc,610,636,759606.94,5036966.63,759601.09,5036968.89,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21544
4L,Disc,610,636,759601.09,5036968.89,759593.9,5036971.67,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21545
4L,Disc,610,636,759593.9,5036971.67,759582.65,5036997.25,392,Liberta' Santa Chiara,759305.98,5037260.22,509,VENEZIA,759582.65,5036997.25,1186585,21546
4L,Disc,610,1160,753581.84,5042879.86,753584.41,5042898.89,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26539
4L,Disc,610,1160,753584.41,5042898.89,753587.18,5042905.64,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26540
4L,Disc,610,1160,753587.18,5042905.64,753592.11,5042913.66,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26541
4L,Disc,610,1160,753592.11,5042913.66,753595.58,5042918.29,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26542
4L,Disc,610,1160,753595.58,5042918.29,753599.82,5042922.4,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26543
4L,Disc,610,1160,753599.82,5042922.4,753603.93,5042924.71,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26544
4L,Disc,610,1160,753603.93,5042924.71,753604.8,5042924.86,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26545
4L,Disc,610,1160,753604.8,5042924.86,753605.67,5042924.79,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26546
4L,Disc,610,1160,753605.67,5042924.79,753606.14,5042924.69,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26547
4L,Disc,610,1160,753606.14,5042924.69,753606.78,5042924.62,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26548
4L,Disc,610,1160,753606.78,5042924.62,753607.39,5042924.45,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26549
4L,Disc,610,1160,753607.39,5042924.45,753608.17,5042924.22,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26550
4L,Disc,610,1160,753608.17,5042924.22,753608.7,5042923.98,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26551
4L,Disc,610,1160,753608.7,5042923.98,753623.26,5042916.13,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26552
4L,Disc,610,1160,753623.26,5042916.13,753631.52,5042911.1,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26553
4L,Disc,610,1160,753631.52,5042911.1,753648.04,5042901.03,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26554
4L,Disc,610,1160,753648.04,5042901.03,753647.15,5042899.19,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26555
4L,Disc,610,1160,753647.15,5042899.19,753644.31,5042893.37,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26556
4L,Disc,610,1160,753644.31,5042893.37,753642.17,5042889.2,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26557
4L,Disc,610,1160,753642.17,5042889.2,753638.41,5042881.88,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26558
4L,Disc,610,1160,753638.41,5042881.88,753626.72,5042859.09,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26559
4L,Disc,610,1160,753626.72,5042859.09,753622.67,5042851.22,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26560
4L,Disc,610,1160,753622.67,5042851.22,753621.75,5042849.41,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26561
4L,Disc,610,1160,753621.75,5042849.41,753619.52,5042845.28,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26562
4L,Disc,610,1160,753619.52,5042845.28,753618.84,5042844.29,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26563
4L,Disc,610,1160,753618.84,5042844.29,753604.35,5042819.83,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26564
4L,Disc,610,1160,753604.35,5042819.83,753603.73,5042818.28,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26565
4L,Disc,610,1160,753603.73,5042818.28,753603.09,5042817.06,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26566
4L,Disc,610,1160,753603.09,5042817.06,753593.27,5042798.15,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26567
4L,Disc,610,1160,753593.27,5042798.15,753591.65,5042795.03,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26568
4L,Disc,610,1160,753591.65,5042795.03,753583.17,5042778.71,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26569
4L,Disc,610,1160,753583.17,5042778.71,753569.07,5042752.21,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26570
4L,Disc,610,1160,753569.07,5042752.21,753567.77,5042750.89,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26571
4L,Disc,610,1160,753567.77,5042750.89,753566.66,5042750.11,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26572
4L,Disc,610,1160,753566.66,5042750.11,753564.91,5042749.91,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26573
4L,Disc,610,1160,753564.91,5042749.91,753562.73,5042750.3,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26574
4L,Disc,610,1160,753562.73,5042750.3,753529.45,5042766.78,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26575
4L,Disc,610,1160,753529.45,5042766.78,753516.51,5042773.18,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26576
4L,Disc,610,1160,753516.51,5042773.18,753510.22,5042776.04,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26577
4L,Disc,610,1160,753510.22,5042776.04,753499.97,5042781.32,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26578
4L,Disc,610,1160,753499.97,5042781.32,753495.99,5042783.37,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26579
4L,Disc,610,1160,753495.99,5042783.37,753487.38,5042787.13,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26580
4L,Disc,610,1160,753487.38,5042787.13,753479.64,5042790.47,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26581
4L,Disc,610,1160,753479.64,5042790.47,753477.02,5042791.6,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26582
4L,Disc,610,1160,753477.02,5042791.6,753472.39,5042790.08,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26583
4L,Disc,610,1160,753472.39,5042790.08,753467.71,5042785.78,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26584
4L,Disc,610,1160,753467.71,5042785.78,753465.03,5042780.44,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26585
4L,Disc,610,1160,753465.03,5042780.44,753463.87,5042774.27,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26586
4L,Disc,610,1160,753463.87,5042774.27,753464.23,5042765.38,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26587
4L,Disc,610,1160,753464.23,5042765.38,753466.21,5042758.9,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26588
4L,Disc,610,1160,753466.21,5042758.9,753467.98,5042753.96,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26589
4L,Disc,610,1160,753467.98,5042753.96,753490.42,5042744.63,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26590
4L,Disc,610,1160,753490.42,5042744.63,753503.31,5042739.59,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26591
4L,Disc,610,1160,753503.31,5042739.59,753515.4,5042732.96,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26592
4L,Disc,610,1160,753515.4,5042732.96,753571.98,5042706.09,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26593
4L,Disc,610,1160,753571.98,5042706.09,753575.47,5042693.32,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26594
4L,Disc,610,1160,753575.47,5042693.32,753575.56,5042685.32,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26595
4L,Disc,610,1160,753575.56,5042685.32,753571.8,5042675.48,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26596
4L,Disc,610,1160,753571.8,5042675.48,753566.2,5042663.01,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26597
4L,Disc,610,1160,753566.2,5042663.01,753539.15,5042602.38,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26598
4L,Disc,610,1160,753539.15,5042602.38,753517.6,5042554.67,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26599
4L,Disc,610,1160,753517.6,5042554.67,753510.76,5042551.55,384,Mestre Centro B1,753581.84,5042879.86,1013,Corso del Popolo Mestrina,753510.76,5042551.55,1186837,26600
4L,Disc,610,83,754131.96,5040877.13,754169.23,5040858.46,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50159
4L,Disc,610,83,754169.23,5040858.46,754167.82,5040855.11,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50160
4L,Disc,610,83,754167.82,5040855.11,754167.09,5040848.67,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50161
4L,Disc,610,83,754167.09,5040848.67,754168.2,5040842.28,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50162
4L,Disc,610,83,754168.2,5040842.28,754171.07,5040836.47,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50163
4L,Disc,610,83,754171.07,5040836.47,754175.46,5040831.69,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50164
4L,Disc,610,83,754175.46,5040831.69,754181.02,5040828.35,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50165
4L,Disc,610,83,754181.02,5040828.35,754187.29,5040826.71,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50166
4L,Disc,610,83,754187.29,5040826.71,754190.74,5040826.82,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50167
4L,Disc,610,83,754190.74,5040826.82,754200.12,5040817.59,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50168
4L,Disc,610,83,754200.12,5040817.59,754304.64,5040725.68,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50169
4L,Disc,610,83,754304.64,5040725.68,754309.01,5040721.37,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50170
4L,Disc,610,83,754309.01,5040721.37,754308.75,5040720.03,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50171
4L,Disc,610,83,754308.75,5040720.03,754309.88,5040715.17,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50172
4L,Disc,610,83,754309.88,5040715.17,754312.89,5040711.2,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50173
4L,Disc,610,83,754312.89,5040711.2,754317.25,5040708.79,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50174
4L,Disc,610,83,754317.25,5040708.79,754319.93,5040708.56,380,Liberta' Fincantieri,754131.96,5040877.13,381,Liberta' Porto Marghera,754754.07,5040426.35,1188646,50175
